"Season","Team","W","L","SV","G","GS","IP","R","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"1977","Blue Jays","54","107","20","348","161","1428.1","822","4.86","3.93","0.96",".293","69.1 %","","","4.58","4.39","","10.1"
"1936","Senators","82","71","14","265","153","1345.2","799","3.09","3.93","0.49",".291","65.0 %","","","4.58","4.64","","13.4"
"1979","Indians","81","80","32","402","161","1431.2","805","4.91","3.58","0.87",".289","67.8 %","","","4.58","4.14","","14.7"
"1990","Braves","65","97","30","508","162","1429.2","821","5.90","3.64","0.81",".302","67.1 %","","","4.58","3.93","","13.0"
"2007","Tigers","88","74","44","605","162","1447.1","797","6.51","3.52","1.08",".295","70.7 %","44.2 %","10.2 %","4.58","4.67","4.59","11.1"
"1973","Indians","71","91","21","368","162","1464.2","826","5.43","3.70","1.06",".290","69.7 %","","","4.58","4.20","","9.6"
"1942","Senators","62","89","11","276","151","1346.2","817","3.31","3.73","0.33",".295","62.7 %","","","4.58","3.44","","12.9"
"1922","Indians","78","76","7","290","155","1383.2","817","3.18","3.02","0.38",".306","63.8 %","","","4.59","3.94","","16.2"
"1991","Orioles","67","95","42","534","162","1457.2","796","5.36","3.11","0.91",".295","68.3 %","","","4.59","4.07","","13.9"
"2000","Marlins","79","82","48","590","161","1429.2","797","6.62","4.09","1.06",".298","71.0 %","","","4.59","4.65","","13.1"
"1931","Tigers","61","93","6","246","154","1384.1","836","3.32","3.88","0.51",".294","64.8 %","","","4.59","4.47","","12.9"
"2010","Brewers","77","85","35","657","162","1439.0","804","7.87","3.64","1.08",".308","70.0 %","41.8 %","10.3 %","4.59","4.21","4.07","11.2"
"1922","Athletics","65","89","6","302","155","1362.1","828","2.46","3.10","0.71",".292","64.8 %","","","4.59","4.59","","7.0"
"1925","Tigers","81","73","18","298","156","1383.2","828","2.73","3.62","0.46",".299","64.9 %","","","4.59","4.46","","12.8"
"2010","Orioles","66","96","35","616","162","1436.1","785","6.31","3.26","1.17",".294","71.3 %","42.1 %","10.2 %","4.59","4.57","4.44","11.1"
"1940","Senators","64","90","7","276","154","1350.0","811","4.12","4.12","0.62",".298","66.0 %","","","4.59","4.23","","11.9"
"2009","Pirates","62","99","28","617","161","1418.1","768","5.83","3.57","0.96",".300","70.6 %","43.8 %","9.1 %","4.59","4.48","4.63","8.7"
"2006","Braves","79","83","38","684","162","1441.1","805","6.55","3.57","1.14",".300","71.1 %","45.0 %","11.6 %","4.60","4.65","4.53","11.0"
"2011","Twins","63","99","32","619","162","1421.2","804","5.95","3.04","1.02",".307","69.1 %","44.0 %","9.5 %","4.60","4.30","4.33","8.0"
"1938","Indians","86","66","17","298","153","1353.0","782","4.77","4.53","0.67",".291","67.7 %","","","4.60","4.40","","15.5"
"1931","Red Sox","62","90","10","314","153","1366.2","800","2.40","3.11","0.36",".292","63.4 %","","","4.60","4.19","","12.4"
"2006","Mariners","78","84","47","591","162","1446.2","792","6.64","3.48","1.14",".297","71.1 %","42.9 %","10.7 %","4.60","4.59","4.61","13.4"
"1939","Senators","65","87","10","275","153","1354.2","797","3.46","4.00","0.50",".281","64.3 %","","","4.60","4.30","","12.8"
"1961","Phillies","47","107","13","412","155","1383.1","796","5.04","3.39","1.01",".288","67.7 %","","","4.61","4.11","","10.1"
"1979","Mariners","67","95","26","379","162","1438.0","820","4.61","3.57","1.03",".292","69.6 %","","","4.61","4.46","","14.7"
"2006","Rangers","80","82","42","651","162","1431.1","784","6.11","3.12","1.02",".307","70.6 %","46.4 %","10.4 %","4.61","4.44","4.50","15.8"
"2006","Phillies","85","77","42","662","162","1460.1","812","7.01","3.16","1.30",".304","71.9 %","43.7 %","13.0 %","4.61","4.65","4.33","14.2"
"1974","Padres","60","102","19","514","162","1445.2","830","5.32","4.45","0.77",".296","69.1 %","","","4.61","4.09","","3.9"
"1992","Tigers","75","87","36","517","162","1435.2","794","4.34","3.54","0.97",".287","69.8 %","","","4.61","4.46","","6.1"
"1921","Browns","81","73","9","296","154","1379.0","845","3.11","3.63","0.46",".294","63.4 %","","","4.61","4.37","","12.8"
"1930","Giants","87","67","19","311","154","1363.1","814","3.45","2.90","0.77",".293","64.9 %","","","4.61","4.88","","12.0"
"1921","Athletics","53","100","7","274","155","1400.1","889","2.77","3.52","0.55",".301","63.4 %","","","4.61","4.52","","11.1"
"2006","White Sox","90","72","46","560","162","1449.0","794","6.29","2.69","1.24",".295","70.5 %","42.9 %","11.2 %","4.61","4.56","4.50","19.2"
"2003","Cardinals","85","77","41","622","162","1463.2","796","5.96","3.12","1.29",".289","72.5 %","41.1 %","12.2 %","4.62","4.75","4.60","7.3"
"1994","Brewers","53","62","23","367","115","1036.0","586","5.01","3.66","1.10",".283","69.6 %","","","4.62","4.91","","7.8"
"1953","Reds","68","86","15","357","155","1365.0","788","3.34","3.22","1.18",".277","69.3 %","","","4.62","4.69","","8.6"
"1960","Red Sox","65","89","23","406","154","1361.0","775","5.07","3.84","0.84",".291","68.2 %","","","4.62","3.97","","16.2"
"1987","Brewers","91","71","45","444","162","1464.0","817","6.39","3.25","1.04",".301","68.9 %","","","4.62","4.09","","19.9"
"1957","Redlegs","80","74","29","433","154","1395.2","781","4.56","2.77","1.15",".281","69.1 %","","","4.62","4.14","","11.2"
"1955","Senators","53","101","16","383","154","1354.2","789","4.03","4.21","0.66",".290","67.4 %","","","4.62","3.93","","12.2"
"1986","Indians","84","78","34","453","163","1447.2","841","4.63","3.76","1.04",".284","69.3 %","","","4.63","4.61","","7.2"
"1987","Braves","69","92","32","485","161","1427.2","829","5.28","3.70","1.03",".294","68.8 %","","","4.63","4.50","","9.8"
"1998","Brewers","74","88","39","577","162","1451.0","812","6.59","3.41","1.17",".302","70.9 %","","","4.63","4.62","","8.5"
"1987","Rangers","75","87","27","490","162","1444.1","849","6.87","4.74","1.24",".278","70.4 %","","","4.63","4.83","","9.2"
"1931","Indians","78","76","9","279","155","1354.2","833","3.12","3.73","0.43",".300","64.2 %","","","4.63","4.33","","15.2"
"1945","Phillies","46","108","26","366","154","1352.2","864","2.88","4.05","0.41",".295","62.9 %","","","4.63","3.90","","7.6"
"2000","Brewers","73","89","29","596","163","1466.1","826","5.94","4.47","1.07",".291","71.6 %","","","4.63","4.98","","10.3"
"1998","Diamondbacks","65","97","37","530","162","1432.1","812","5.71","3.07","1.18",".282","68.3 %","","","4.64","4.69","","8.9"
"1922","Phillies","57","96","5","272","154","1372.0","914","2.58","3.02","0.58",".308","61.8 %","","","4.64","4.37","","16.5"
"1996","Pirates","73","89","37","584","162","1453.1","833","6.47","2.97","1.13",".310","69.2 %","","","4.64","4.46","","10.9"
"1998","Phillies","75","87","32","547","162","1463.0","808","7.23","3.35","1.16",".294","69.9 %","","","4.64","4.43","","11.8"
"1973","Rangers","57","105","27","403","162","1430.0","844","5.23","4.28","0.82",".295","67.8 %","","","4.64","4.10","","7.7"
"2006","Giants","76","85","37","599","161","1429.2","790","6.24","3.68","0.96",".287","69.1 %","41.9 %","8.9 %","4.64","4.52","4.82","13.0"
"2015","Tigers","74","87","35","666","161","1447.0","803","6.84","3.04","1.20",".298","69.7 %","42.9 %","12.0 %","4.64","4.46","4.36","8.5"
"1936","Phillies","54","100","14","323","154","1365.1","873","2.99","3.39","0.57",".301","63.5 %","","","4.64","4.64","","16.2"
"2016","Phillies","71","91","43","667","162","1437.0","796","8.14","2.92","1.33",".304","70.5 %","41.0 %","13.8 %","4.64","4.34","4.21","13.1"
"2012","Blue Jays","73","89","29","657","162","1443.2","784","7.12","3.58","1.27",".291","72.0 %","46.5 %","14.1 %","4.64","4.66","4.30","7.4"
"1952","Pirates","42","112","8","359","155","1363.2","793","3.72","4.12","0.88",".272","67.4 %","","","4.65","4.27","","7.1"
"2001","Indians","91","71","42","645","162","1446.2","821","7.58","3.56","0.92",".315","68.1 %","","","4.65","3.99","","21.1"
"2003","Pirates","75","87","44","619","162","1444.1","801","5.77","3.13","1.11",".292","70.0 %","45.2 %","11.8 %","4.65","4.52","4.44","9.1"
"2001","Brewers","68","94","28","651","162","1436.1","806","6.62","4.18","1.23",".289","72.3 %","","","4.65","4.90","","6.7"
"1996","Yankees","92","70","52","573","162","1440.0","787","7.12","3.81","0.89",".305","69.6 %","","","4.65","4.25","","23.0"
"1996","Rangers","90","72","43","510","163","1449.1","799","6.06","3.61","1.04",".305","71.2 %","","","4.65","4.63","","19.4"
"1994","Pirates","53","61","24","399","114","1005.2","580","5.82","3.31","1.05",".304","69.0 %","","","4.65","4.58","","5.8"
"1948","Senators","56","97","22","355","154","1357.1","795","2.96","4.87","0.54",".280","67.3 %","","","4.65","4.46","","7.8"
"2002","Padres","66","96","40","622","162","1436.1","815","6.94","3.65","1.11",".306","70.5 %","44.4 %","11.8 %","4.66","4.37","4.22","8.9"
"1950","Senators","67","87","18","311","155","1364.2","813","3.21","4.27","0.65",".284","66.5 %","","","4.66","4.30","","15.1"
"2006","Rockies","76","86","34","661","162","1447.1","812","5.92","3.44","0.96",".304","69.5 %","45.7 %","9.6 %","4.66","4.51","4.68","17.3"
"1929","Cardinals","78","74","8","269","154","1359.2","807","3.00","3.14","0.67",".302","66.1 %","","","4.66","4.57","","14.7"
"2008","Nationals","59","102","28","678","161","1434.0","825","6.67","3.69","1.19",".296","70.1 %","42.4 %","11.6 %","4.66","4.71","4.49","8.2"
"1926","Browns","62","92","9","294","155","1368.0","849","2.22","4.30","0.57",".290","65.5 %","","","4.66","4.74","","7.2"
"1995","Rangers","74","70","34","454","144","1285.0","720","5.87","3.60","1.06",".302","70.6 %","","","4.66","4.62","","14.1"
"1987","Twins","85","77","39","451","162","1427.1","806","6.24","3.56","1.32",".286","71.3 %","","","4.67","4.69","","11.5"
"2000","White Sox","95","67","43","628","162","1450.1","839","6.44","3.81","1.21",".296","70.3 %","","","4.67","4.83","","16.5"
"1953","Athletics","59","95","11","322","157","1409.0","799","3.62","3.79","0.77",".279","67.8 %","","","4.67","4.29","","12.3"
"1986","Mariners","67","95","27","443","162","1439.2","835","5.90","3.66","1.07",".309","70.0 %","","","4.67","4.32","","15.3"
"2007","Cardinals","78","84","34","678","162","1435.2","829","5.92","3.19","1.05",".293","68.1 %","43.5 %","9.6 %","4.67","4.66","4.67","9.8"
"1983","Twins","70","92","39","430","162","1437.1","822","4.68","3.63","1.02",".293","69.5 %","","","4.67","4.47","","6.6"
"1985","Mariners","74","88","30","497","162","1432.0","818","5.46","4.00","0.97",".286","68.6 %","","","4.68","4.29","","13.6"
"1934","Senators","66","86","12","318","155","1381.1","806","2.68","3.28","0.48",".301","65.5 %","","","4.68","4.34","","12.6"
"1944","Dodgers","63","91","13","342","155","1367.2","833","3.20","4.34","0.49",".284","64.7 %","","","4.68","4.07","","5.8"
"1980","Indians","79","81","32","385","160","1428.0","807","5.31","3.48","0.86",".297","67.8 %","","","4.68","4.05","","13.9"
"1947","Pirates","62","92","13","367","156","1374.0","815","3.28","3.88","1.02",".277","68.4 %","","","4.68","4.58","","6.5"
"1930","Red Sox","52","102","5","246","154","1360.1","812","2.36","3.23","0.50",".285","63.1 %","","","4.68","4.81","","10.7"
"2004","Yankees","101","61","59","598","162","1443.2","808","6.60","2.77","1.13",".300","69.0 %","43.1 %","10.5 %","4.69","4.27","4.34","18.6"
"2001","Expos","68","94","28","653","162","1431.1","812","6.94","3.30","1.19",".302","70.2 %","","","4.69","4.46","","14.0"
"2003","Blue Jays","86","76","35","605","162","1435.0","826","6.17","3.04","1.15",".302","69.2 %","46.4 %","12.7 %","4.69","4.46","4.26","15.1"
"2015","Phillies","63","99","35","665","162","1436.1","809","7.22","3.06","1.20",".316","71.1 %","44.0 %","12.2 %","4.69","4.40","4.29","7.9"
"1999","Expos","68","94","44","594","162","1434.1","853","6.54","3.59","0.95",".301","66.7 %","","","4.69","4.38","","17.9"
"1994","Blue Jays","55","60","26","336","115","1025.0","579","7.31","4.23","1.12",".302","71.1 %","","","4.70","4.62","","12.1"
"2001","Orioles","63","98","31","554","162","1432.1","829","5.89","3.32","1.22",".289","69.6 %","","","4.70","4.76","","9.9"
"2007","Astros","73","89","38","638","162","1464.2","813","6.81","3.13","1.27",".300","71.7 %","44.0 %","11.5 %","4.70","4.73","4.44","11.8"
"1930","Tigers","75","79","17","291","154","1351.2","832","3.82","3.80","0.57",".298","64.2 %","","","4.70","4.82","","13.5"
"1997","Rangers","77","85","33","544","162","1429.2","823","5.82","3.41","1.06",".308","69.8 %","","","4.70","4.57","","15.0"
"1993","Tigers","85","77","36","537","162","1436.2","837","5.19","3.40","1.18",".289","69.4 %","","","4.70","4.77","","8.9"
"1964","Athletics","57","105","27","507","163","1455.2","836","5.97","3.80","1.36",".283","71.9 %","","","4.71","4.62","","1.4"
"2004","Orioles","78","84","27","614","162","1455.1","830","6.74","4.25","0.98",".298","69.9 %","45.6 %","9.9 %","4.71","4.52","4.66","15.7"
"1995","Pirates","58","86","29","535","144","1275.1","736","6.15","3.37","0.92",".313","68.5 %","","","4.71","4.32","","11.0"
"1997","Royals","67","94","29","554","161","1443.0","820","5.99","3.31","1.16",".296","69.8 %","","","4.71","4.67","","13.8"
"1999","Giants","86","76","42","612","162","1456.1","831","6.65","4.05","1.20",".290","70.9 %","","","4.71","4.84","","9.8"
"1930","White Sox","62","92","10","300","154","1361.0","884","3.11","2.69","0.49",".307","60.2 %","","","4.71","4.48","","13.9"
"1927","Red Sox","51","103","7","288","154","1366.1","856","2.51","3.68","0.37",".305","63.4 %","","","4.72","4.32","","10.2"
"1941","Browns","70","84","10","315","157","1389.0","823","2.94","3.56","0.78",".288","66.7 %","","","4.72","4.37","","11.1"
"1978","Mariners","56","104","20","409","160","1419.1","834","3.99","3.60","0.98",".286","68.1 %","","","4.72","4.40","","7.0"
"2012","Red Sox","69","93","35","651","162","1443.0","806","7.33","3.30","1.19",".296","69.6 %","46.4 %","13.2 %","4.72","4.41","4.16","7.0"
"1996","Giants","68","94","35","587","162","1442.1","862","6.22","3.56","1.21",".295","68.7 %","","","4.72","4.86","","4.7"
"1926","Red Sox","46","107","5","317","154","1362.0","838","2.22","3.61","0.30",".290","61.9 %","","","4.72","4.12","","11.3"
"2008","Mariners","61","101","36","631","162","1435.1","811","6.37","3.93","1.01",".307","70.7 %","44.7 %","9.8 %","4.73","4.59","4.64","7.8"
"1997","Indians","86","75","39","589","161","1425.2","815","6.54","3.63","1.14",".305","70.5 %","","","4.73","4.62","","11.8"
"1993","Twins","71","91","44","518","162","1444.1","830","5.61","3.20","0.92",".308","67.9 %","","","4.73","4.23","","15.4"
"2000","Tigers","79","83","44","591","162","1443.1","827","6.10","3.09","1.10",".306","69.2 %","","","4.73","4.50","","17.3"
"1997","White Sox","80","81","52","550","161","1422.1","833","6.08","3.64","1.11",".294","68.5 %","","","4.74","4.64","","11.1"
"1924","White Sox","66","87","11","272","154","1370.2","857","2.36","3.36","0.34",".301","62.7 %","","","4.74","4.19","","10.7"
"2006","Cubs","66","96","29","704","162","1439.0","834","7.82","4.30","1.31",".286","70.9 %","41.6 %","12.8 %","4.74","4.88","4.58","10.4"
"1998","Orioles","79","83","37","564","162","1431.1","785","6.70","3.36","1.06",".304","70.4 %","","","4.74","4.40","","16.2"
"2005","Red Sox","95","67","38","604","162","1429.0","805","6.04","2.77","1.03",".303","68.9 %","42.4 %","9.6 %","4.74","4.28","4.44","13.9"
"1961","Athletics","61","100","23","430","162","1415.0","863","4.47","4.00","0.90",".286","66.8 %","","","4.74","4.32","","13.1"
"1998","Twins","70","92","42","594","162","1447.2","818","5.92","2.84","1.12",".308","69.8 %","","","4.76","4.48","","14.3"
"2002","Brewers","56","106","32","608","162","1432.1","821","6.45","4.18","1.25",".289","71.7 %","42.1 %","12.4 %","4.76","4.86","4.61","4.8"
"1999","Cardinals","75","86","38","615","161","1445.1","838","6.38","4.15","1.00",".301","69.7 %","","","4.76","4.68","","14.0"
"1931","Browns","63","91","10","283","154","1362.0","870","2.88","2.96","0.56",".303","61.9 %","","","4.76","4.31","","15.7"
"2000","Yankees","87","74","40","543","161","1424.1","814","6.57","3.65","1.12",".290","69.2 %","","","4.76","4.61","","17.5"
"2007","Rangers","75","87","42","629","162","1430.0","844","6.14","4.20","0.98",".303","69.4 %","46.5 %","9.7 %","4.76","4.83","4.82","9.1"
"1935","Phillies","64","89","15","358","156","1374.2","873","3.11","3.31","0.69",".302","64.8 %","","","4.76","4.57","","14.3"
"1934","Phillies","56","93","15","324","149","1297.0","792","2.89","3.03","0.87",".289","65.6 %","","","4.76","4.82","","11.5"
"2004","Mariners","63","99","28","576","162","1459.1","823","6.39","3.55","1.31",".286","71.5 %","39.3 %","11.3 %","4.76","4.85","4.79","8.9"
"1999","Athletics","87","75","48","568","162","1438.1","846","6.05","3.56","1.00",".302","67.9 %","","","4.76","4.53","","18.6"
"2003","Orioles","71","91","41","588","163","1449.2","820","6.09","3.27","1.23",".301","71.6 %","42.4 %","12.4 %","4.76","4.71","4.54","11.8"
"2007","Phillies","89","73","42","660","162","1458.1","821","6.48","3.44","1.22",".301","71.5 %","43.5 %","11.9 %","4.76","4.86","4.52","9.9"
"2012","Twins","66","96","35","661","162","1438.2","832","5.90","2.91","1.24",".294","68.9 %","45.7 %","12.7 %","4.77","4.66","4.46","3.7"
"1982","Twins","60","102","30","406","162","1433.0","819","5.10","4.04","1.31",".279","71.4 %","","","4.77","4.84","","0.9"
"2008","Rockies","74","88","36","647","162","1446.0","822","6.48","3.50","0.92",".309","68.6 %","46.8 %","10.0 %","4.77","4.30","4.32","17.7"
"1993","Pirates","75","87","34","546","162","1445.2","806","5.18","3.02","0.95",".297","68.4 %","","","4.77","4.32","","8.8"
"2007","Mariners","88","74","43","618","162","1434.1","813","6.40","3.43","0.92",".315","69.3 %","43.6 %","8.4 %","4.77","4.42","4.62","14.2"
"1925","Robins","68","85","4","281","153","1350.2","866","3.45","3.18","0.50",".312","62.2 %","","","4.77","4.20","","13.7"
"2007","White Sox","72","90","42","625","162","1440.2","839","6.34","3.12","1.09",".304","68.2 %","42.9 %","9.8 %","4.77","4.56","4.54","17.2"
"1999","Orioles","78","84","33","555","162","1435.0","815","6.16","4.06","1.24",".290","71.5 %","","","4.77","5.01","","11.7"
"2001","Reds","66","96","35","623","162","1442.2","850","5.88","3.21","1.24",".297","69.2 %","","","4.78","4.70","","10.1"
"1979","Athletics","54","108","20","405","162","1429.1","860","4.57","4.12","0.93",".300","68.9 %","","","4.78","4.53","","8.0"
"1951","Pirates","64","90","22","381","155","1380.1","845","3.78","4.09","1.02",".279","67.4 %","","","4.78","4.55","","8.9"
"1987","Red Sox","78","84","16","397","162","1436.0","825","6.48","3.24","1.19",".310","70.0 %","","","4.78","4.30","","15.9"
"1938","Tigers","84","70","11","289","155","1348.1","795","2.90","4.06","0.73",".291","68.0 %","","","4.79","4.72","","14.5"
"1986","Twins","71","91","24","402","162","1432.2","839","5.89","3.16","1.26",".301","69.8 %","","","4.79","4.43","","9.9"
"2012","Indians","68","94","43","656","162","1442.0","845","6.78","3.39","1.09",".300","67.6 %","45.9 %","11.4 %","4.79","4.40","4.39","8.8"
"1953","Cubs","65","89","22","393","155","1359.0","835","4.13","3.67","1.00",".284","66.7 %","","","4.79","4.43","","11.7"
"1999","Angels","70","92","37","562","162","1431.1","826","5.51","3.92","1.11",".286","69.6 %","","","4.79","4.94","","13.3"
"2000","Phillies","65","97","34","575","162","1438.2","830","7.03","4.00","1.26",".292","70.5 %","","","4.79","4.81","","10.9"
"1997","Mariners","90","72","38","554","162","1447.2","833","7.50","3.72","1.19",".304","70.2 %","","","4.79","4.54","","15.2"
"2013","Astros","51","111","32","610","162","1440.0","848","6.78","3.85","1.19",".303","70.0 %","43.9 %","11.8 %","4.79","4.67","4.48","2.0"
"1962","Athletics","72","90","33","436","162","1434.0","837","5.18","4.11","1.25",".272","70.1 %","","","4.79","4.73","","8.0"
"1930","Cubs","90","64","12","330","156","1403.2","870","3.85","3.39","0.71",".305","65.0 %","","","4.80","4.86","","14.0"
"2002","Blue Jays","78","84","41","623","162","1438.1","828","6.20","3.69","1.11",".294","69.7 %","43.9 %","10.9 %","4.81","4.56","4.52","12.2"
"2010","Diamondbacks","65","97","35","616","162","1432.0","836","6.72","3.44","1.32",".296","70.1 %","41.8 %","12.0 %","4.81","4.76","4.35","3.5"
"1933","Athletics","79","72","14","294","152","1343.2","852","2.83","4.31","0.52",".290","64.2 %","","","4.81","4.39","","9.2"
"1994","Athletics","51","63","23","422","114","1003.1","589","6.57","4.57","1.15",".282","69.5 %","","","4.82","4.96","","6.8"
"2004","Indians","80","82","32","641","162","1466.2","857","6.84","3.55","1.23",".301","69.9 %","43.8 %","12.3 %","4.82","4.62","4.43","9.4"
"2004","Devil Rays","70","91","35","562","161","1417.0","842","5.86","3.68","1.22",".283","69.2 %","40.9 %","10.7 %","4.82","4.93","4.97","7.2"
"1933","Browns","55","96","10","300","153","1360.2","819","2.82","3.51","0.63",".295","65.5 %","","","4.82","4.29","","13.9"
"1995","Brewers","65","79","31","465","144","1286.0","747","4.89","4.22","1.02",".296","70.5 %","","","4.82","5.01","","7.4"
"1932","White Sox","49","102","12","318","152","1348.2","897","2.53","3.87","0.59",".291","62.0 %","","","4.82","4.66","","7.6"
"1998","Athletics","74","88","39","570","162","1434.0","866","5.79","3.32","1.12",".298","67.4 %","","","4.83","4.70","","11.9"
"2006","Red Sox","86","76","46","616","162","1441.1","825","6.68","3.18","1.13",".311","69.8 %","43.8 %","10.8 %","4.83","4.50","4.50","13.4"
"2009","Royals","65","97","34","588","162","1426.0","842","7.28","3.79","1.05",".307","68.0 %","43.8 %","10.0 %","4.83","4.36","4.38","14.5"
"2006","Brewers","75","87","43","589","162","1425.2","833","7.23","3.24","1.12",".297","67.4 %","42.1 %","10.8 %","4.83","4.39","4.40","16.2"
"1928","Braves","50","103","6","321","153","1360.0","867","2.27","3.47","0.66",".293","63.8 %","","","4.83","4.57","","2.6"
"1941","Athletics","64","90","18","279","154","1365.1","840","2.54","3.67","0.90",".277","65.8 %","","","4.83","4.66","","5.3"
"1936","Indians","80","74","12","312","157","1389.1","862","4.01","3.93","0.47",".310","64.4 %","","","4.83","4.43","","18.8"
"2000","Indians","90","72","34","624","162","1442.1","816","7.57","4.16","1.08",".312","71.0 %","","","4.84","4.48","","20.4"
"2009","Brewers","80","82","44","674","162","1435.0","818","6.92","3.81","1.30",".295","71.9 %","42.6 %","12.0 %","4.84","4.84","4.54","5.4"
"1977","Mariners","64","98","31","442","162","1433.0","855","4.93","3.63","1.22",".282","68.9 %","","","4.84","4.74","","6.8"
"1979","Blue Jays","53","109","11","357","162","1417.0","862","3.89","3.77","1.05",".285","67.5 %","","","4.85","4.72","","7.0"
"1957","Senators","55","99","16","388","154","1377.0","808","4.52","3.79","0.97",".287","68.3 %","","","4.85","4.20","","7.5"
"1937","Athletics","54","97","9","297","154","1335.0","854","3.16","4.13","0.71",".288","64.2 %","","","4.85","4.77","","10.1"
"1997","Red Sox","78","84","40","579","162","1451.2","857","6.12","3.79","0.92",".307","68.2 %","","","4.85","4.49","","12.9"
"1995","White Sox","68","76","36","517","145","1284.2","758","6.25","4.32","1.15",".301","70.7 %","","","4.85","4.91","","8.1"
"2014","Rockies","66","96","24","709","162","1431.0","818","6.75","3.34","1.09",".307","69.2 %","47.7 %","12.7 %","4.86","4.43","4.04","5.7"
"1956","Athletics","52","102","18","405","154","1370.1","831","4.18","4.46","1.23",".273","69.8 %","","","4.86","4.79","","4.0"
"2000","Devil Rays","69","92","38","562","161","1431.1","842","6.00","3.35","1.24",".299","69.9 %","","","4.86","4.85","","13.6"
"1995","Giants","67","77","34","525","144","1293.2","776","5.57","3.51","1.20",".289","68.4 %","","","4.86","4.90","","2.2"
"1997","Phillies","68","94","35","571","162","1420.1","840","7.66","3.90","1.08",".304","68.0 %","","","4.87","4.40","","12.2"
"2001","Royals","65","97","30","558","162","1440.0","858","5.69","3.60","1.31",".293","70.0 %","","","4.87","5.00","","7.6"
"1977","Braves","61","101","31","489","162","1445.1","895","5.70","4.37","1.05",".300","68.5 %","","","4.87","4.53","","9.5"
"2005","Diamondbacks","77","85","45","620","162","1456.1","856","6.41","3.32","1.19",".303","69.3 %","45.4 %","12.9 %","4.87","4.55","4.25","11.9"
"1924","Phillies","55","96","10","306","152","1354.1","847","2.32","3.12","0.56",".314","64.8 %","","","4.87","4.44","","14.5"
"1937","Tigers","89","65","11","287","155","1378.0","841","3.17","4.15","0.67",".288","65.7 %","","","4.87","4.73","","11.5"
"2003","Padres","64","98","31","635","162","1431.1","831","6.86","3.84","1.31",".289","70.7 %","43.9 %","13.7 %","4.87","4.81","4.47","3.9"
"1995","Blue Jays","56","88","22","409","144","1292.2","777","6.22","4.55","1.01",".296","68.8 %","","","4.88","4.81","","11.7"
"1950","Red Sox","94","60","28","337","154","1362.1","804","4.16","4.94","0.80",".283","68.5 %","","","4.88","4.51","","17.0"
"1930","Yankees","86","68","15","304","154","1367.2","886","3.76","3.45","0.61",".298","62.0 %","","","4.88","4.76","","8.6"
"1930","Indians","81","73","14","293","154","1360.0","913","2.92","3.49","0.56",".309","62.1 %","","","4.88","4.88","","14.7"
"1940","Red Sox","82","72","16","332","154","1379.2","825","4.00","4.08","0.81",".297","68.1 %","","","4.89","4.52","","12.1"
"1948","White Sox","51","101","23","364","154","1345.2","814","2.70","4.50","0.60",".283","66.1 %","","","4.89","4.49","","6.9"
"1999","Marlins","64","98","33","614","162","1435.2","852","5.91","4.11","1.07",".304","69.8 %","","","4.90","4.85","","9.1"
"1993","Athletics","68","94","42","586","162","1452.1","846","5.35","4.21","0.97",".296","69.6 %","","","4.90","4.71","","6.8"
"2008","Tigers","74","88","34","602","162","1445.0","857","6.17","4.01","1.07",".302","69.4 %","42.0 %","9.7 %","4.91","4.79","4.86","6.8"
"2002","Indians","74","88","34","583","162","1424.2","837","6.68","3.81","0.90",".310","67.6 %","45.4 %","9.7 %","4.91","4.16","4.29","15.3"
"2016","Reds","68","94","28","646","162","1442.0","854","7.75","3.97","1.61",".290","72.8 %","41.6 %","15.9 %","4.91","5.24","4.79","-0.5"
"1930","Braves","70","84","11","278","154","1361.0","835","2.80","3.14","0.77",".300","65.6 %","","","4.91","5.07","","9.3"
"2004","White Sox","83","79","34","561","162","1432.1","831","6.37","3.31","1.41",".293","70.7 %","43.5 %","13.8 %","4.91","4.87","4.45","13.0"
"1999","Indians","97","65","46","628","162","1450.1","860","6.95","3.93","1.22",".299","69.5 %","","","4.91","4.78","","15.5"
"2016","Rockies","75","87","37","695","162","1429.1","860","7.70","3.44","1.14",".317","68.0 %","49.1 %","14.1 %","4.92","4.38","4.23","14.2"
"1925","Browns","82","71","10","314","154","1379.2","906","2.73","4.40","0.65",".297","64.4 %","","","4.92","4.97","","9.8"
"2011","Orioles","69","93","32","640","162","1446.2","860","6.49","3.33","1.31",".302","69.5 %","43.1 %","12.1 %","4.92","4.67","4.29","6.3"
"1985","Indians","60","102","28","468","162","1421.0","861","4.45","3.46","1.08",".289","67.4 %","","","4.92","4.50","","7.3"
"1954","Pirates","53","101","15","349","154","1346.0","845","3.51","3.77","0.86",".289","65.3 %","","","4.92","4.16","","13.1"
"1929","Robins","70","83","16","326","153","1358.0","887","3.64","3.64","0.61",".298","62.3 %","","","4.92","4.53","","12.5"
"1999","White Sox","75","86","39","571","162","1438.1","870","6.06","3.73","1.31",".303","70.8 %","","","4.92","5.06","","11.3"
"2004","Tigers","72","90","35","594","162","1439.2","844","6.22","3.31","1.19",".299","68.9 %","45.9 %","11.7 %","4.93","4.60","4.48","10.9"
"2004","Blue Jays","67","94","37","592","161","1421.0","823","6.05","3.85","1.15",".296","70.3 %","44.7 %","11.2 %","4.93","4.77","4.73","11.7"
